CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
630,Spain,Female,21,1,85818.18,1,1,1,133102.3,2,DIAMOND,374
592,France,Male,37,4,212692.97,1,0,0,176395.02,1,GOLD,232
634,Germany,Male,37,1,89696.84,2,1,1,193179.88,2,GOLD,725
608,France,Female,28,9,0,2,1,1,125062.02,4,GOLD,397
565,Germany,Female,32,9,68067.24,1,1,0,143287.58,3,SILVER,504
763,Spain,Male,67,9,148564.66,1,0,1,87236.4,1,PLATINUM,595
665,France,Female,55,8,136354.16,1,1,1,93769.89,4,GOLD,940
649,France,Male,38,1,122214,1,0,1,88965.46,3,DIAMOND,591
695,France,Male,45,3,0,2,1,1,30793.61,1,PLATINUM,364
775,Germany,Male,70,6,119684.88,2,1,1,74532.02,1,GOLD,237
788,France,Female,39,3,135139.33,1,0,1,113086.08,1,SILVER,444
569,Germany,Female,42,9,146100.75,1,1,0,32574.01,2,PLATINUM,812
726,Spain,Female,56,8,123110.9,3,0,1,130113.78,4,DIAMOND,873
564,Germany,Female,44,3,111760.4,3,1,1,104722.47,3,DIAMOND,785
544,France,Female,32,9,110728.39,1,1,1,14559.62,1,SILVER,629
614,France,Female,41,8,121558.46,1,1,1,598.8,5,SILVER,698
453,Germany,Female,38,8,120623.21,1,1,0,129697.99,5,GOLD,364
471,France,Female,58,4,114713.57,1,1,1,36315.03,1,PLATINUM,904
829,Germany,Female,37,3,103457.76,1,0,0,1114.12,3,PLATINUM,287
754,Germany,Male,57,2,101134.87,2,1,1,70954.41,5,GOLD,898
749,Germany,Male,46,10,78136.36,2,1,1,73470.98,5,SILVER,887
667,France,Male,23,1,0,2,1,0,91573.19,3,SILVER,474
670,Spain,Male,30,3,133446.34,1,0,0,3154.95,5,GOLD,317
670,France,Female,33,7,0,2,1,1,88187.81,2,DIAMOND,241
623,Germany,Female,48,1,108076.33,1,1,0,118855.26,3,PLATINUM,223
571,France,Male,32,5,131354.25,1,1,0,125256.53,1,PLATINUM,607
641,Germany,Female,37,7,62974.64,2,0,1,39016.43,1,GOLD,513
551,Germany,Female,30,2,143340.44,1,1,0,145796.49,2,DIAMOND,911
741,Germany,Male,36,8,116993.43,2,1,0,168816.22,3,SILVER,612
472,France,Male,31,4,58662.92,2,0,1,73322,1,GOLD,437
650,Spain,Male,41,3,128808.65,3,0,0,113677.53,2,DIAMOND,676
625,France,Male,45,7,137555.44,1,0,0,124607.7,3,SILVER,622
650,Germany,Male,34,4,142393.11,1,1,1,11276.48,3,DIAMOND,981
535,France,Female,38,8,0,2,1,0,136620.64,1,DIAMOND,272
649,France,Female,41,2,125785.23,1,1,1,70523.92,4,PLATINUM,880
689,France,Male,22,4,136444.25,1,1,0,51980.25,1,DIAMOND,919
694,Spain,Male,38,7,121527.4,1,1,0,113481.02,4,PLATINUM,582
655,Germany,Male,52,9,144696.75,1,1,1,49025.79,2,DIAMOND,691
620,France,Male,36,8,0,2,1,1,145937.99,5,PLATINUM,675
577,France,Female,35,10,0,2,1,1,25161.61,3,PLATINUM,723
401,Germany,Male,48,8,128140.17,1,1,0,175753.55,2,GOLD,382
599,France,Male,25,6,120383.41,1,1,1,24903.09,5,DIAMOND,648
481,France,Female,57,9,0,3,1,1,169719.35,3,SILVER,259
704,France,Male,42,8,129735.3,2,1,1,179565.57,1,PLATINUM,361
698,Spain,Female,31,8,185078.26,1,0,0,115337.74,5,GOLD,921
480,France,Female,28,6,0,2,0,0,48131.92,3,SILVER,921
682,France,Male,42,0,0,1,1,1,160828.98,5,SILVER,262
700,Spain,Male,31,7,0,2,0,1,145151.96,1,GOLD,676
492,France,Male,29,1,144591.96,1,1,1,196293.76,3,SILVER,251
444,France,Female,45,4,0,2,1,0,161653.5,3,DIAMOND,482
624,France,Male,36,6,0,2,0,0,84635.64,5,DIAMOND,813
709,France,Male,37,7,0,1,1,0,159486.76,5,SILVER,981
557,Germany,Male,68,2,100194.44,1,1,1,38596.34,1,GOLD,888
646,Germany,Male,50,6,145295.31,2,1,1,27814.74,3,GOLD,561
719,Germany,Male,28,3,106070.29,2,1,1,183893.31,3,GOLD,802
706,Germany,Female,47,6,120621.89,1,1,1,140803.7,5,DIAMOND,870
660,France,Male,38,7,0,2,0,1,146585.53,2,GOLD,780
667,France,Male,36,9,0,2,1,1,40062.29,4,SILVER,472
705,France,Male,30,1,0,1,1,1,181300.32,5,SILVER,554
598,Germany,Female,27,10,171283.91,1,1,1,84136.12,5,GOLD,508
669,France,Male,26,4,0,2,1,1,197594.34,2,GOLD,829
580,Germany,Female,38,1,128218.47,1,1,0,125953.83,5,PLATINUM,951
676,France,Female,32,5,0,2,1,1,75465.41,5,DIAMOND,862
714,Germany,Male,28,7,77776.39,1,1,0,177737.07,3,DIAMOND,264
597,Germany,Female,72,6,124978.19,2,1,1,7144.46,2,PLATINUM,374
559,France,Male,29,1,0,2,0,0,155639.76,1,DIAMOND,839
564,France,Female,28,1,0,1,1,1,162428.05,3,PLATINUM,434
850,Spain,Male,51,3,109799.55,2,1,1,12457.76,3,PLATINUM,974
689,France,Male,39,7,0,2,0,0,14917.09,2,PLATINUM,680
758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1,DIAMOND,538
604,Spain,Female,71,10,0,2,1,1,129984.2,1,GOLD,750
733,Germany,Male,38,9,111347.37,2,0,1,194872.97,2,GOLD,260
778,Spain,Male,40,8,104291.41,2,1,1,117507.11,5,GOLD,998
732,Germany,Female,61,9,94867.18,2,1,1,157527.6,3,GOLD,507
646,France,Male,24,8,0,2,0,0,92612.88,3,GOLD,239
597,France,Female,33,6,135703.59,2,0,0,74850.84,3,SILVER,438
821,Germany,Female,37,5,106453.53,2,0,1,127413,5,GOLD,798
640,France,Male,43,7,132412.38,1,0,0,69584.3,5,SILVER,320
511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1,DIAMOND,946
805,France,Male,46,6,118022.06,3,1,0,162643.15,4,GOLD,719
540,Germany,Male,39,1,82531.11,1,1,0,114092.52,3,GOLD,361
705,Spain,Male,44,0,184552.12,1,1,0,68860.3,3,DIAMOND,295
540,Germany,Male,39,4,127278.31,1,1,1,16150.34,3,DIAMOND,572
532,Spain,Female,66,3,0,1,1,1,115227.02,1,DIAMOND,955
535,France,Female,45,2,0,2,0,1,170621.55,4,GOLD,921
627,Germany,Male,23,5,184244.86,1,1,0,103099.22,2,SILVER,971
646,France,Male,52,8,59669.43,1,0,0,172495.81,3,SILVER,374
515,France,Female,25,7,79543.59,1,0,1,38772.82,2,DIAMOND,509
697,France,Female,39,6,151553.19,1,1,1,44946.29,4,SILVER,221
652,Germany,Male,27,2,166527.88,2,0,1,146007.7,1,SILVER,917
579,Germany,Male,28,6,150329.15,1,1,0,145558.42,2,PLATINUM,588
760,France,Male,43,8,121911.59,1,1,0,193312.33,3,SILVER,224
769,France,Male,51,9,156773.78,2,1,0,40257.79,4,PLATINUM,401
498,Spain,Male,29,8,127864.26,1,1,1,46677.9,5,SILVER,404
774,France,Male,53,4,113709.28,1,1,1,153887.93,3,PLATINUM,616
705,Germany,Female,43,7,79974.55,1,1,1,103108.33,1,SILVER,475
648,France,Female,44,2,0,2,1,1,58652.23,5,DIAMOND,708
688,France,Female,51,5,0,1,1,0,91624.11,4,PLATINUM,320
592,Spain,Male,38,0,0,1,1,0,65986.48,1,GOLD,354
705,France,Male,33,3,144427.96,2,1,0,113845.19,4,PLATINUM,357
654,France,Male,42,7,99263.09,1,1,1,67607.9,3,SILVER,911
624,France,Female,32,2,79368.87,2,1,1,145471.94,1,SILVER,994
594,France,Female,30,10,0,2,1,1,124071.71,2,DIAMOND,757
695,Spain,Female,34,9,0,2,1,1,67502.12,1,GOLD,774
597,France,Male,28,2,0,3,1,1,78707.97,3,SILVER,793
758,France,Female,52,7,125095.94,1,1,0,171189.83,2,PLATINUM,747
737,Germany,Female,40,2,162485.8,2,1,0,149381.32,2,SILVER,449
694,Germany,Male,37,1,95668.82,2,1,0,100335.55,4,GOLD,468
683,France,Male,25,4,0,2,1,0,152698.24,3,PLATINUM,637
538,Spain,Female,30,8,0,2,1,1,41192.95,3,GOLD,495
669,France,Male,37,4,0,1,1,0,132540.33,5,PLATINUM,968
730,France,Female,34,5,74197.38,2,1,0,96875.52,4,PLATINUM,402
622,France,Female,31,1,89688.94,1,1,1,152305.47,2,GOLD,588
714,Spain,Female,33,10,103121.33,2,1,1,49672.01,4,PLATINUM,830
569,Spain,Female,34,3,0,1,1,0,133997.53,1,PLATINUM,824
668,Germany,Female,59,5,120170.07,1,0,1,50454.8,3,DIAMOND,442
628,France,Male,32,9,149136.31,2,1,1,16402.11,3,GOLD,859
600,France,Male,40,1,141136.79,1,1,1,67803.83,5,SILVER,851
693,France,Female,43,4,152341.55,1,1,0,9241.78,5,SILVER,299
704,France,Male,36,7,120026.98,2,0,1,100601.73,1,GOLD,348
527,Spain,Male,33,9,132168.28,1,0,0,98734.15,3,GOLD,399
553,Germany,Male,43,6,85200.82,2,1,1,160574.09,5,PLATINUM,550
575,Spain,Male,53,1,84903.33,2,0,1,26015.8,3,GOLD,899
626,France,Female,32,0,0,2,0,0,187172.54,4,GOLD,479
582,France,Male,20,4,0,1,1,1,55763.66,5,SILVER,249
683,Spain,Male,40,8,0,1,1,0,75848.22,4,PLATINUM,221
850,France,Male,30,9,121535.18,1,0,0,40313.47,1,GOLD,531
653,Spain,Male,35,6,116662.96,2,1,1,23864.21,2,DIAMOND,262
679,France,Male,60,8,0,2,1,1,51380.9,4,SILVER,797
549,Germany,Female,49,6,124829.16,1,0,1,93551.36,3,DIAMOND,411
850,Spain,Female,36,2,155180.56,2,0,0,169415.54,2,DIAMOND,419
558,Germany,Female,32,1,108262.87,1,1,1,6935.31,3,PLATINUM,259
528,Spain,Male,40,4,0,2,1,0,25399.7,3,GOLD,345
801,France,Male,38,5,0,2,1,0,66256.27,3,PLATINUM,940
513,Spain,Male,48,2,0,1,1,1,114709.13,3,SILVER,497
666,Germany,Male,38,6,99812.88,2,1,1,158357.97,2,PLATINUM,671
606,France,Male,35,2,132164.26,1,0,1,164815.59,3,GOLD,331
599,Germany,Male,45,10,103583.05,1,1,0,132127.69,2,SILVER,376
544,Germany,Male,39,4,142406.43,2,1,0,146637.45,1,PLATINUM,581
529,Spain,Male,38,7,99842.5,2,1,0,90256.06,4,DIAMOND,220
850,France,Female,41,5,0,2,1,1,34827.43,2,GOLD,914
497,France,Male,41,9,0,1,0,0,22074.48,1,PLATINUM,1000
764,France,Female,39,5,81042.42,1,0,1,109805.17,4,DIAMOND,225
603,France,Female,48,5,0,1,1,0,100478.6,2,PLATINUM,709
609,France,Male,40,6,0,2,1,1,97416.34,1,DIAMOND,717
487,France,Male,53,4,199689.49,1,1,1,24207.86,1,SILVER,726
748,France,Male,33,1,142645.43,1,0,0,69132.66,5,GOLD,848
710,Spain,Female,75,5,0,2,1,1,9376.89,1,GOLD,857
432,Germany,Female,45,3,110219.14,1,1,0,43046.7,5,GOLD,946
534,Spain,Male,51,3,0,2,0,1,20856.31,5,GOLD,253
607,France,Male,25,3,0,2,0,0,187048.72,3,DIAMOND,624
551,Spain,Male,32,4,0,2,1,0,53420.53,3,DIAMOND,921
674,France,Male,45,7,142072.02,1,1,0,37013.29,2,GOLD,710
525,France,Female,25,6,0,2,1,0,89566.64,5,DIAMOND,476
645,Germany,Male,33,8,149564.61,1,0,0,149913.84,1,PLATINUM,256
755,France,Female,43,9,0,2,1,0,18066.69,3,DIAMOND,690
708,Germany,Male,37,8,153366.13,1,1,1,26912.34,2,DIAMOND,682
715,France,Male,21,6,76467.16,1,1,1,173511.72,4,GOLD,995
727,France,Female,26,9,121508.28,1,1,1,146785.44,1,PLATINUM,253
559,Spain,Female,27,1,0,1,0,1,1050.33,5,DIAMOND,658
545,Spain,Male,36,8,73211.12,2,1,0,89587.34,3,PLATINUM,472
524,France,Male,22,9,0,2,1,0,74405.34,5,SILVER,992
707,France,Female,55,1,0,2,0,1,54409.48,5,GOLD,709
671,Spain,Male,38,0,92674.94,2,1,0,3647.57,4,SILVER,759
439,Spain,Male,52,3,96196.24,4,1,0,198874.52,1,GOLD,397
667,Germany,Female,36,1,114391.62,1,1,1,53412.54,5,SILVER,874
831,Germany,Male,32,9,80262.66,1,1,0,194867.78,4,GOLD,590
545,Spain,Female,33,7,173331.52,1,1,0,150452.88,4,DIAMOND,716
604,Spain,Female,35,7,147285.52,1,1,1,57807.05,5,PLATINUM,1000
657,Spain,Male,67,5,119785.47,2,1,1,107534.32,1,PLATINUM,876
487,Spain,Female,36,1,140137.15,1,1,0,194073.33,2,DIAMOND,677
750,Germany,Female,52,6,107467.56,1,1,0,126233.18,5,DIAMOND,644
694,Germany,Female,37,8,98218.04,2,1,0,182354.46,3,GOLD,964
711,Germany,Female,35,2,133607.75,1,1,1,120586.32,2,DIAMOND,352
551,France,Male,37,3,0,2,1,1,50578.4,1,PLATINUM,936
559,France,Female,38,8,95139.41,1,1,1,86575.46,4,PLATINUM,286
620,France,Female,29,3,0,2,0,1,153392.28,3,SILVER,475
660,Spain,Male,42,5,0,2,1,0,115509.59,5,SILVER,491
449,France,Female,37,6,0,2,1,0,82176.48,5,DIAMOND,599
703,Germany,Female,26,1,97331.19,1,1,0,63717.49,5,DIAMOND,425
795,Germany,Male,37,2,139265.63,2,1,1,198745.94,1,PLATINUM,504
594,France,Female,31,9,0,1,0,1,5719.11,5,GOLD,365
586,Spain,Male,34,5,168094.01,1,0,0,20058.61,3,GOLD,287
613,Germany,Female,30,5,131563.88,2,1,0,170638.98,2,GOLD,583
601,France,Male,44,3,0,2,1,0,30607.11,4,SILVER,319
657,France,Male,50,9,0,2,0,0,37171.46,4,GOLD,971
531,France,Male,31,3,0,1,1,1,42589.33,1,DIAMOND,241
621,Germany,Male,47,7,107363.29,1,1,1,66799.28,5,DIAMOND,801
782,France,Female,33,2,94493.03,1,0,1,101866.39,3,PLATINUM,324
528,Germany,Female,29,9,170214.23,2,1,0,49284,3,GOLD,940
696,France,Male,52,6,139781.06,1,1,0,27445.4,3,DIAMOND,457
586,France,Female,35,7,0,2,1,0,70760.69,4,PLATINUM,481
626,Spain,Female,26,8,148610.41,3,0,1,104502.02,5,PLATINUM,410
498,France,Male,73,2,170241.7,2,1,1,165407.96,2,GOLD,539
691,France,Female,33,1,128306.83,1,1,1,113580.79,2,PLATINUM,459
568,France,Female,47,7,0,2,1,1,45978.39,2,GOLD,845
715,France,Female,35,3,0,1,1,1,152012.36,4,GOLD,917
680,Germany,Male,32,7,175454,1,0,1,77349.92,2,PLATINUM,772
802,Spain,Male,41,6,0,2,1,0,47322.05,2,DIAMOND,340
539,France,Female,22,0,100885.93,2,1,1,38772.65,5,GOLD,725
494,France,Male,69,9,93320.8,1,1,1,24489.44,2,SILVER,366
594,Germany,Male,38,6,63176.44,2,1,1,14466.08,4,GOLD,890
596,France,Male,33,2,139451.67,1,0,0,63142.12,4,PLATINUM,640
649,France,Female,52,8,49113.75,1,1,0,41858.43,1,SILVER,673
699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1,SILVER,896
787,France,Female,40,6,0,2,1,1,84151.98,3,SILVER,598
604,France,Male,28,7,0,2,0,0,58595.64,3,SILVER,223
489,Germany,Female,52,1,131441.51,1,1,0,37240.11,4,GOLD,980
651,France,Male,56,2,0,1,1,0,114522.68,4,GOLD,327
698,France,Male,57,6,136325.48,2,1,1,72549.27,2,DIAMOND,687
578,Germany,Female,38,4,113150.44,2,1,0,176712.59,4,GOLD,502
538,Spain,Female,42,9,0,1,0,0,152855.96,4,SILVER,641
696,France,Female,33,4,0,2,1,1,73371.65,3,PLATINUM,348
507,Germany,Female,46,8,102785.16,1,1,1,70323.68,1,GOLD,633
685,Spain,Male,34,6,83264.28,1,0,0,9663.28,5,GOLD,449
705,Germany,Male,41,4,72252.64,2,1,1,142514.66,2,GOLD,710
499,Germany,Female,29,6,148051.52,1,1,0,118623.94,4,PLATINUM,662
717,France,Female,76,9,138489.66,1,1,1,68400.14,2,GOLD,860
510,France,Male,63,8,0,2,1,1,115291.86,2,SILVER,960
632,France,Male,32,6,111589.33,1,1,1,170382.99,4,DIAMOND,782
668,Germany,Female,39,0,122104.79,1,1,0,112946.67,5,DIAMOND,749
744,Germany,Male,32,4,96106.83,1,1,1,79812.77,5,DIAMOND,520
663,Germany,Male,42,7,115930.87,1,1,0,19862.78,4,DIAMOND,809
638,Germany,Female,37,7,124513.66,2,1,0,158610.89,4,PLATINUM,705
688,France,Female,54,9,0,1,1,0,191212.63,5,GOLD,746
588,Spain,Male,46,8,0,1,1,0,61931.21,5,GOLD,950
631,France,Male,33,7,0,1,1,1,58043.02,2,SILVER,715
687,Spain,Male,35,8,100988.39,2,1,0,22247.27,2,SILVER,594
599,France,Male,44,10,118577.24,1,1,1,31448.52,2,SILVER,785
718,Spain,Male,28,6,0,2,1,0,146875.86,4,DIAMOND,319
730,France,Male,27,5,0,2,1,1,116081.93,3,GOLD,480
533,France,Female,39,2,0,1,0,1,73669.94,2,GOLD,285
711,Spain,Female,28,5,0,2,1,1,93959.96,3,DIAMOND,979
555,Spain,Female,26,9,0,2,0,1,158918.03,3,SILVER,554
850,France,Female,42,9,113311.11,1,1,1,198193.75,1,SILVER,988
678,France,Female,41,9,0,1,0,0,13160.03,5,DIAMOND,911
576,France,Male,32,7,0,2,1,0,4660.91,5,PLATINUM,722
835,Germany,Male,20,4,124365.42,1,0,0,180197.74,3,GOLD,812
592,France,Male,42,1,147249.29,2,1,1,63023.02,2,GOLD,638
774,France,Male,36,7,103688.19,1,0,1,118971.74,1,SILVER,275
620,France,Female,29,1,138740.24,2,0,0,154700.61,2,SILVER,271
519,Spain,Male,39,4,111900.14,1,1,1,97577.17,2,PLATINUM,377
734,Spain,Female,37,0,152760.24,1,1,1,48990.5,4,DIAMOND,763
763,Germany,Male,31,7,143966.3,2,1,1,140262.96,4,DIAMOND,647
733,France,Male,51,10,141556.96,1,1,0,130189.53,3,SILVER,800
650,France,Female,43,6,0,2,1,1,16301.91,1,GOLD,489
538,France,Female,33,5,0,2,1,0,126962.41,3,DIAMOND,290
577,France,Female,46,1,0,1,1,1,158750.53,4,SILVER,800
792,France,Male,30,8,0,2,1,0,199644.2,5,SILVER,630
686,France,Female,41,10,0,1,1,1,144272.71,5,GOLD,875
589,France,Male,29,2,0,2,0,1,98320.27,5,DIAMOND,885
530,France,Male,25,9,162560.32,1,1,0,64129.03,5,SILVER,451
778,Germany,Female,29,7,123229.46,1,1,0,181221.09,3,PLATINUM,977
616,Spain,Male,31,7,76665.71,2,1,1,163809.08,3,GOLD,468
550,France,Male,38,9,140278.99,3,1,1,171457.06,5,GOLD,230
655,France,Female,51,3,0,2,0,1,15801.02,1,SILVER,629
721,France,Male,46,1,115764.32,2,0,0,102950.79,3,DIAMOND,804
499,Germany,Male,36,5,131142.53,2,1,0,174918.46,5,PLATINUM,941
511,France,Male,45,5,68375.27,1,1,0,193160.25,1,DIAMOND,351
579,Germany,Female,39,5,117833.3,3,0,0,5831,3,GOLD,778
696,Spain,Female,36,7,0,2,1,1,82298.59,3,PLATINUM,291
681,France,Male,34,7,0,2,0,0,130686.59,4,DIAMOND,742
815,France,Male,45,7,0,1,0,1,52885.23,5,SILVER,666
681,Spain,Male,30,2,111093.01,1,1,0,68985.99,5,PLATINUM,691
641,Spain,Male,42,9,132657.55,1,1,0,35367.19,3,GOLD,351
591,France,Female,56,9,128882.49,1,1,1,196241.94,2,DIAMOND,658
565,Germany,Male,59,9,69129.59,1,1,1,170705.53,5,PLATINUM,558
487,France,Male,37,6,0,2,1,1,126477.41,2,SILVER,701
729,France,Male,39,4,121404.64,1,1,1,159618.17,3,GOLD,797
505,Spain,Female,45,9,131355.3,3,1,0,195395.33,2,PLATINUM,661
580,France,Female,35,1,102097.33,1,0,1,168285.85,4,DIAMOND,778
642,France,Male,40,1,154863.15,1,1,1,138052.51,4,SILVER,716
850,Spain,Female,41,3,99945.93,2,1,0,71179.31,2,GOLD,252
616,Germany,Male,39,2,121704.32,2,1,0,55556.3,4,PLATINUM,346
526,Spain,Female,43,3,0,2,1,0,31705.19,5,PLATINUM,989
523,Germany,Male,35,8,138782.76,1,1,1,186118.93,4,DIAMOND,249
663,France,Male,35,9,0,2,1,1,195580.28,2,DIAMOND,569
840,France,Male,30,8,136291.71,1,1,0,54113.38,3,PLATINUM,938
570,Germany,Male,42,0,107856.57,2,1,0,127528.84,3,PLATINUM,628
676,Germany,Female,26,1,108348.66,1,0,0,60231.74,4,SILVER,244
689,France,Male,47,1,93871.95,3,1,0,156878.42,4,DIAMOND,334
703,Spain,Female,45,1,0,1,1,0,182784.11,2,SILVER,919
491,Germany,Male,19,2,125860.2,1,0,0,129690.5,2,SILVER,894
584,France,Male,49,8,172713.44,1,1,0,113860.81,2,DIAMOND,475
810,France,Female,51,5,0,2,0,1,184524.74,1,DIAMOND,527
745,Spain,Female,59,8,0,1,1,1,36124.98,2,DIAMOND,949
625,France,Female,39,3,130786.92,1,0,1,121316.07,2,DIAMOND,650
535,France,Female,29,2,112367.34,1,1,0,185630.76,2,PLATINUM,989
729,Spain,Female,45,7,91091.06,2,1,0,71133.12,1,PLATINUM,632
655,France,Female,26,7,106198.5,1,0,1,32020.42,3,DIAMOND,961
751,France,Male,47,5,142669.93,2,1,0,162760.96,3,PLATINUM,627
525,France,Male,33,1,112833.35,1,0,1,175178.56,3,PLATINUM,590
532,France,Female,40,5,0,2,0,1,177099.71,4,DIAMOND,712
696,Spain,Female,43,4,0,2,1,1,66406.37,4,DIAMOND,678
786,Germany,Female,32,2,104336.43,2,0,0,59559.81,3,GOLD,240
580,France,Male,55,6,104305.74,1,0,1,175750.21,5,GOLD,432
596,Germany,Male,47,5,140187.1,2,1,1,174311.3,1,PLATINUM,281
683,France,Male,39,4,0,2,1,0,171716.81,2,GOLD,913
747,France,Female,45,1,114959.12,1,1,0,189362.39,1,DIAMOND,727
602,France,Male,33,5,164704.38,1,0,1,180716.1,1,SILVER,342
779,France,Male,62,10,119096.55,1,0,1,116977.89,1,GOLD,644
551,France,Male,31,1,0,2,1,1,185105.44,4,SILVER,275
666,France,Male,47,2,0,1,1,0,35046.97,4,GOLD,354
526,Spain,Male,30,8,0,1,1,0,36251,3,DIAMOND,268
849,France,Female,41,9,115465.28,1,1,0,103174.5,3,GOLD,623
471,France,Female,27,4,0,2,1,0,122642.09,4,PLATINUM,346
628,Spain,Male,43,3,184926.61,1,1,0,122937.57,4,GOLD,642
674,Germany,Male,43,8,85957.88,2,1,0,8757.39,4,GOLD,840
797,France,Male,32,10,114084.6,1,0,1,125782.29,1,SILVER,543
590,Spain,Female,29,2,166930.76,2,1,0,122487.73,3,SILVER,768
588,France,Female,27,8,0,1,1,0,20066.38,5,DIAMOND,367
577,France,Male,29,7,0,2,1,1,55473.15,5,GOLD,488
571,France,Female,38,6,107193.82,2,0,0,38962.94,4,PLATINUM,670
680,France,Male,36,3,116275.12,1,1,1,63795.8,4,GOLD,883
648,Spain,Female,27,7,0,2,1,1,163060.43,3,DIAMOND,983
618,France,Male,39,2,91068.56,1,1,0,26578.69,2,GOLD,244
648,Germany,Male,41,5,123049.21,1,0,1,5066.76,3,DIAMOND,946
759,France,Female,39,6,0,2,1,1,140497.67,4,SILVER,500
585,France,Male,40,7,0,2,0,0,146156.98,4,SILVER,270
774,France,Female,42,3,137781.65,1,0,0,199316.19,1,SILVER,879
697,Germany,Female,48,2,108128.96,2,1,1,103944.37,3,SILVER,980
605,Spain,Male,39,10,105317.73,2,1,0,138021.36,1,PLATINUM,798
676,France,Male,20,1,80569.73,1,0,0,68621.98,3,DIAMOND,381
678,France,Female,22,4,174852.89,1,1,1,28149.06,3,PLATINUM,333
495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1,PLATINUM,284
787,France,Female,85,10,0,2,1,1,116537.96,2,GOLD,542
770,France,Male,36,2,89800.14,1,1,1,105922.69,1,SILVER,676
817,Germany,Male,45,9,101207.75,1,0,0,88211.12,2,SILVER,847
659,France,Male,43,1,106086.42,2,1,0,26900.63,5,GOLD,748
693,France,Male,21,1,0,2,1,1,3494.02,3,PLATINUM,931
744,France,Male,47,9,0,2,1,0,113163.17,2,PLATINUM,743
829,Spain,Female,26,8,101440.36,2,1,1,19324.5,5,DIAMOND,596
716,France,Male,38,4,0,2,1,0,189678.7,3,GOLD,756
671,France,Male,34,7,106603.74,2,1,1,26387.71,4,GOLD,303
835,Germany,Female,29,10,130420.2,2,0,0,106276.55,5,DIAMOND,349
636,France,Female,38,1,0,1,1,0,45015.38,3,DIAMOND,360
649,Spain,Male,29,2,45022.23,1,1,1,173495.77,4,PLATINUM,595
621,Germany,Male,27,1,74298.43,1,1,1,52581.96,5,PLATINUM,281
658,Germany,Female,31,3,133003.03,1,0,1,146339.27,3,SILVER,879
784,Spain,Male,48,7,0,2,1,1,182609.97,1,DIAMOND,354
783,Spain,Female,37,1,136689.66,1,1,0,197890.65,1,GOLD,412
615,France,Male,32,4,0,2,1,1,6225.63,4,GOLD,294
791,France,Female,44,5,0,2,1,1,123977.86,2,PLATINUM,430
762,France,Male,53,1,102520.37,1,1,1,170195.4,2,SILVER,876
607,France,Male,35,2,0,2,1,1,114190.3,3,SILVER,680
601,France,Female,34,5,0,2,1,0,27022.57,3,PLATINUM,498
540,Spain,Male,67,1,88382.01,1,0,1,59457,4,GOLD,409
812,France,Male,44,4,115049.15,2,1,0,165038.41,2,DIAMOND,223
685,France,Male,58,1,104796.54,1,1,1,154181.41,3,GOLD,673
680,France,Male,33,1,123082.08,1,1,0,134960.98,5,GOLD,302
680,Spain,Female,58,8,0,2,1,1,65708.5,5,GOLD,743
631,France,Female,33,8,0,2,0,0,117374.22,5,PLATINUM,970
569,France,Female,43,7,0,2,1,1,77703.19,2,SILVER,271
584,Germany,Male,33,3,88311.48,2,1,1,177651.38,1,SILVER,882
582,France,Female,40,9,0,3,1,1,60954.45,2,SILVER,645
609,France,Male,32,7,71872.19,1,1,1,151924.9,2,SILVER,484
506,Spain,Male,35,6,110046.93,2,1,0,26318.73,1,GOLD,606
503,France,Male,42,8,104430.08,1,1,1,147557.71,5,GOLD,759
503,France,Female,28,5,0,2,1,0,125918.17,2,PLATINUM,868
806,Germany,Male,31,10,138653.51,1,1,0,190803.37,3,GOLD,662
653,France,Female,31,7,102575.04,1,1,1,11043.54,5,GOLD,283
666,France,Male,43,7,137780.74,2,1,1,119100.05,3,SILVER,817
674,Spain,Male,32,2,0,2,1,0,140579.17,1,DIAMOND,787
798,France,Male,32,7,0,2,0,1,37731.95,4,GOLD,856
740,France,Female,30,8,105209.54,1,1,0,1852.58,4,SILVER,814
531,Germany,Female,32,0,109570.21,2,1,1,172049.84,3,GOLD,584
614,Germany,Female,44,6,118715.86,1,1,0,133591.11,2,DIAMOND,704
556,France,Male,35,10,0,2,1,1,192751.18,4,GOLD,570
678,Germany,Female,43,2,153393.18,2,1,1,193828.27,1,GOLD,274
587,Germany,Male,33,6,132603.36,1,1,0,55775.72,1,SILVER,479
527,Spain,Female,36,6,0,2,1,1,102280.29,5,DIAMOND,823
757,Germany,Female,34,1,129398.01,2,0,0,44965.44,4,PLATINUM,276
468,Spain,Male,28,3,0,2,1,0,170661.02,2,GOLD,306
693,France,Male,29,2,151352.74,1,0,0,197145.89,1,PLATINUM,248
483,France,Female,44,5,136836.49,1,1,0,192359.9,1,SILVER,853
466,France,Male,40,4,91592.06,1,1,0,141210.18,1,SILVER,977
770,France,Female,30,8,0,2,1,0,100557.03,5,SILVER,417
734,France,Female,54,3,0,1,1,0,130805.54,4,SILVER,505
716,France,Female,22,8,0,2,1,1,92606.98,2,SILVER,655
